mean_pnl,std_pnl,sharpe,win_rate,var_95,cvar_95,max_dd,profit_factor,calmar_ratio,total_return,strategy,type,mean_cost
-2.046473789376325,3.03571410093494,-10.701522998428974,25.0,-7.500976977914172,-8.58436961454592,-25265.850161362025,0.07617116951514298,-0.0016199524467266169,-40.9294757875265,Full Hedge,classical,0.0999854301567824
-4.244483836077016,5.632364810591808,-11.96284230699177,0.0,-11.667275207343154,-21.228358030268254,-0.0,0.0,0.0,-84.88967672154033,No Hedge,classical,0.0
-3.1454788127266706,2.410846998350344,-20.711778138700712,0.0,-6.207452933857627,-10.857233500828961,-0.0,0.0,0.0,-62.90957625453341,Constant 50% Hedge,classical,0.0499927150783912
-3.9402280427540086,2.5079718798373833,-24.940144490023147,5.0,-7.881445670750728,-9.284715761513652,-0.0,0.00913633472248454,0.0,-78.80456085508017,DRL_TD3,drl,0.23021469307331488
-5.232711739938121,3.115304868764291,-26.664075324074204,0.0,-10.30384419429816,-12.639339152269912,-0.0,0.0,0.0,-104.65423479876242,DRL_PPO,drl,0.25162698293348057
-5.094924102289933,2.78146932225209,-29.077945276406243,0.0,-9.235496440432728,-12.67994642569721,-0.0,0.0,0.0,-101.89848204579864,DRL_SAC,drl,0.36035468482751754
-5.56728430532272,0.7291191477943663,-121.21187430972076,0.0,-6.843703773244206,-7.412406739268262,-0.0,0.0,0.0,-111.3456861064544,Black-Scholes Delta,classical,0.4475897824543963
